Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Rockford Maple Coffee Maple,Rockford Maple Coffee Maple,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_12,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_12,,,
Rockford Maple Bourbon Maple,Rockford Maple Bourbon Maple,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_13,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_13,,,
Rockford Maple Crema Maple,Rockford Maple Crema Maple,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_24,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_24,,,
Rockford Maple Flint Maple,Rockford Maple Flint Maple,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_41,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_41,,,
Rockford Maple Brendyl Maple,Rockford Maple Brendyl Maple,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_60,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_60,,,
Woodcreek Worn Leather Oak,Woodcreek Worn Leather Oak,<div><strong>Available Colors: </strong><span>4</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark,4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_01,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_01,,,
Woodcreek Elkhorn Oak,Woodcreek Elkhorn Oak,<div><strong>Available Colors: </strong><span>4</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark,4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_02,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_02,,,
Woodcreek Creekbed Oak,Woodcreek Creekbed Oak,<div><strong>Available Colors: </strong><span>4</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium,4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_03,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_03,,,
Woodcreek Outpost Oak,Woodcreek Outpost Oak,<div><strong>Available Colors: </strong><span>4</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium,4,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_04,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL88_04,,,
"Pastiche 3.25"" Red Oak Natural","Pastiche 3.25"" Red Oak Natural","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Kissed/Kissed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Easy Install: </strong><span>Uniclic Locking System</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Light,7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_10,,,
"Pastiche 3.25"" Oak Chocolate","Pastiche 3.25"" Oak Chocolate","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Kissed/Kissed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Easy Install: </strong><span>Uniclic Locking System</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_11,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_11,,,
"Pastiche 3.25"" Oak Charcoal","Pastiche 3.25"" Oak Charcoal","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Kissed/Kissed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Easy Install: </strong><span>Uniclic Locking System</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_18,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_18,,,
"Pastiche 3.25"" Oak Golden","Pastiche 3.25"" Oak Golden","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Kissed/Kissed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Easy Install: </strong><span>Uniclic Locking System</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Medium,7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_20,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_20,,,
"Pastiche 3.25"" Oak Autumn","Pastiche 3.25"" Oak Autumn","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Kissed/Kissed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Easy Install: </strong><span>Uniclic Locking System</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Medium,7,Engineered. More resistant to humidity, install on any level.,3.25 inches,Kissed/Kissed,Wood/Concrete,Glue - Float,Medium,Oak. Open grain with a range in color,Uniclic Locking System,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_30,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC27_30,,,
